,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,accuracy,no_resposne,onset,duration,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,no_response,size_final_tally
93,,size_choice,,html-keyboard-response,93,283280,0.0-1.0-122.0,0,0,37970,,306.0,,,68.0,30.0,30.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,tractor,die,tractor7,die2,186.0,101.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die9.jpg,1.0,,93.306,0.306,1.0,tractor,die,XL,S,4.0,1.0,tractor7,die2,0.0,
94,,size_choice_confirmation,,html-keyboard-response,94,284475,0.0-1.0-123.0-0.0,0,0,37970,,,,,,30.0,,,,,,,,,,,,,,,,,,,,94.5,1.194,,,,,,,,,,,
95,,iti,,html-keyboard-response,95,284577,0.0-1.0-124.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,1.0,,,,,,,,,,,
96,,size_choice,,html-keyboard-response,96,284928,0.0-1.0-126.0,0,0,37970,,349.0,,,68.0,31.0,31.0,1.0,1500.0,S-L,1.0,L,S,3.0,1.0,garbagecan,thread,garbagecan2,thread9,31.0,148.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread8.jpg,1.0,,95.849,0.349,1.0,garbagecan,thread,L,S,3.0,1.0,garbagecan2,thread9,0.0,
97,,size_choice_confirmation,,html-keyboard-response,97,286080,0.0-1.0-127.0-0.0,0,0,37970,,,,,,31.0,,,,,,,,,,,,,,,,,,,,97.0,1.151,,,,,,,,,,,
98,,iti,,html-keyboard-response,98,286183,0.0-1.0-128.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,1.5,,,,,,,,,,,
99,,size_choice,,html-keyboard-response,99,286383,0.0-1.0-130.0,0,0,37970,,199.0,,,68.0,32.0,32.0,1.0,2000.0,M-L,0.0,M,L,2.0,3.0,handsaw,deskchair,handsaw9,deskchair2,88.0,11.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw6.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair8.jpg,0.0,,98.699,0.199,1.0,handsaw,deskchair,M,L,2.0,3.0,handsaw9,deskchair2,0.0,
100,,size_choice_confirmation,,html-keyboard-response,100,287688,0.0-1.0-131.0-0.0,0,0,37970,,,,,,32.0,,,,,,,,,,,,,,,,,,,,100.0,1.301,,,,,,,,,,,
101,,iti,,html-keyboard-response,101,287791,0.0-1.0-132.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,2.0,,,,,,,,,,,
102,,size_choice,,html-keyboard-response,102,287895,0.0-1.0-134.0,0,0,37970,,102.0,,,68.0,33.0,33.0,1.0,1000.0,S-L,1.0,L,S,3.0,1.0,garbagecan,teabag,garbagecan3,teabag8,32.0,137.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag7.jpg,1.0,,102.102,0.102,1.0,garbagecan,teabag,L,S,3.0,1.0,garbagecan3,teabag8,0.0,
103,,size_choice_confirmation,,html-keyboard-response,103,289296,0.0-1.0-135.0-0.0,0,0,37970,,,,,,33.0,,,,,,,,,,,,,,,,,,,,103.5,1.398,,,,,,,,,,,
104,,iti,,html-keyboard-response,104,289397,0.0-1.0-136.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,1.0,,,,,,,,,,,
105,,size_choice,,html-keyboard-response,105,289639,0.0-1.0-138.0,0,0,37970,,241.0,,,68.0,34.0,34.0,1.0,1000.0,M-L,0.0,M,L,2.0,3.0,handsaw,dishwasher,handsaw2,dishwasher4,81.0,23.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw9.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher5.jpg,0.0,,104.741,0.241,1.0,handsaw,dishwasher,M,L,2.0,3.0,handsaw2,dishwasher4,0.0,
106,,size_choice_confirmation,,html-keyboard-response,106,290900,0.0-1.0-139.0-0.0,0,0,37970,,,,,,34.0,,,,,,,,,,,,,,,,,,,,106.0,1.259,,,,,,,,,,,
107,,iti,,html-keyboard-response,107,291003,0.0-1.0-140.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,1.0,,,,,,,,,,,
108,,size_choice,,html-keyboard-response,108,291007,0.0-1.0-142.0,0,0,37970,,3.0,,,68.0,35.0,35.0,1.0,1500.0,M-L,1.0,L,M,3.0,2.0,dishwasher,ketchup,dishwasher1,ketchup4,20.0,93.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup2.jpg,1.0,,107.003,0.003,1.0,dishwasher,ketchup,L,M,3.0,2.0,dishwasher1,ketchup4,0.0,
109,,size_choice_confirmation,,html-keyboard-response,109,292506,0.0-1.0-143.0-0.0,0,0,37970,,,,,,35.0,,,,,,,,,,,,,,,,,,,,108.5,1.497,,,,,,,,,,,
110,,iti,,html-keyboard-response,110,292608,0.0-1.0-144.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.5,,,,,,,,,,,
111,,size_choice,,html-keyboard-response,111,294115,0.0-1.0-146.0,0,0,37970,,,,,,36.0,36.0,1.0,1500.0,M-L,0.0,M,L,2.0,3.0,hairdryer,cooler,hairdryer6,cooler3,75.0,2.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler2.jpg,,1.0,111.5,1.5,,,,,,,,,,,
112,,iti,,html-keyboard-response,112,294218,0.0-1.0-148.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,0.5,,,,,,,,,,,
113,,size_choice,,html-keyboard-response,113,295721,0.0-1.0-150.0,0,0,37970,,,,,,37.0,37.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,car,teabag,car4,teabag10,153.0,139.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car6.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag4.jpg,,1.0,113.5,1.5,,,,,,,,,,,
114,,iti,,html-keyboard-response,114,295823,0.0-1.0-152.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,113.5,0.0,,,,,,,,,,,
115,,size_choice,,html-keyboard-response,115,297325,0.0-1.0-154.0,0,0,37970,,,,,,38.0,38.0,1.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,tractor,handsaw,tractor8,handsaw10,187.0,89.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw10.jpg,,1.0,115.0,1.5,,,,,,,,,,,
116,,iti,,html-keyboard-response,116,297430,0.0-1.0-156.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,115.5,0.5,,,,,,,,,,,
117,,size_choice,,html-keyboard-response,117,298932,0.0-1.0-158.0,0,0,37970,,,,,,39.0,39.0,1.0,1500.0,S-M,1.0,M,S,2.0,1.0,basketball,screws,basketball6,screws9,55.0,128.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws8.jpg,,1.0,117.0,1.5,,,,,,,,,,,
118,,iti,,html-keyboard-response,118,299035,0.0-1.0-160.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,117.5,0.5,,,,,,,,,,,
119,,size_choice,,html-keyboard-response,119,300537,0.0-1.0-162.0,0,0,37970,,,,,,40.0,40.0,1.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,hairdryer,dumptruck,hairdryer1,dumptruck5,70.0,174.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer11.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck3.jpg,,1.0,119.0,1.5,,,,,,,,,,,
120,,iti,,html-keyboard-response,120,300642,0.0-1.0-164.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,0.0,,,,,,,,,,,
121,,size_choice,,html-keyboard-response,121,302146,0.0-1.0-166.0,0,0,37970,,,,,,41.0,41.0,1.0,1500.0,S-L,0.0,S,L,1.0,3.0,paperclip,mailbox,paperclip2,mailbox7,111.0,46.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox7.jpg,,1.0,120.5,1.5,,,,,,,,,,,
122,,iti,,html-keyboard-response,122,302250,0.0-1.0-168.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,0.5,,,,,,,,,,,
123,,size_choice,,html-keyboard-response,123,303755,0.0-1.0-170.0,0,0,37970,,,,,,42.0,42.0,1.0,2000.0,S-XL,0.0,S,XL,1.0,4.0,thread,dumptruck,thread8,dumptruck10,147.0,179.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread10.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck4.jpg,,1.0,122.5,1.5,,,,,,,,,,,
124,,iti,,html-keyboard-response,124,303862,0.0-1.0-172.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,123.5,1.0,,,,,,,,,,,
125,,size_choice,,html-keyboard-response,125,305368,0.0-1.0-174.0,0,0,37970,,,,,,43.0,43.0,1.0,3000.0,L-XL,0.0,L,XL,3.0,4.0,cooler,tractor,cooler1,tractor10,0.0,189.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler8.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor8.jpg,,1.0,125.0,1.5,,,,,,,,,,,
126,,iti,,html-keyboard-response,126,305473,0.0-1.0-176.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,2.0,,,,,,,,,,,
127,,size_choice,,html-keyboard-response,127,306979,0.0-1.0-178.0,0,0,37970,,,,,,44.0,44.0,1.0,1500.0,M-M,,M,M,2.0,2.0,hairdryer,coffeemaker,hairdryer10,coffeemaker1,79.0,60.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer6.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker14.jpg,,1.0,128.5,1.5,,,,,,,,,,,
128,,iti,,html-keyboard-response,128,307082,0.0-1.0-180.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,0.5,,,,,,,,,,,
129,,block_over,,html-keyboard-response,129,412620,0.0-1.0-181.0-0.0,0,0,37970,,105525.0,,,68.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,size_choice,,html-keyboard-response,130,413571,0.0-1.0-182.0,0,0,37970,,949.0,,,68.0,45.0,45.0,2.0,3500.0,L-XL,0.0,L,XL,3.0,4.0,cooler,car,cooler4,car3,3.0,152.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car4.jpg,0.0,,129.949,0.949,1.0,cooler,car,L,XL,3.0,4.0,cooler4,car3,0.0,
131,,size_choice_confirmation,,html-keyboard-response,131,414124,0.0-1.0-183.0-0.0,0,0,37970,,,,,,45.0,,,,,,,,,,,,,,,,,,,,130.5,0.551,,,,,,,,,,,
132,,iti,,html-keyboard-response,132,414231,0.0-1.0-184.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,3.5,,,,,,,,,,,
133,,size_choice,,html-keyboard-response,133,414441,0.0-1.0-186.0,0,0,37970,,209.0,,,68.0,46.0,46.0,2.0,2000.0,L-L,,L,L,3.0,3.0,deskchair,cooler,deskchair8,cooler2,17.0,1.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler9.jpg,,,134.209,0.209,1.0,deskchair,cooler,L,L,3.0,3.0,deskchair8,cooler2,0.0,
134,,size_choice_confirmation,,html-keyboard-response,134,415734,0.0-1.0-187.0-0.0,0,0,37970,,,,,,46.0,,,,,,,,,,,,,,,,,,,,135.5,1.291,,,,,,,,,,,
135,,iti,,html-keyboard-response,135,415836,0.0-1.0-188.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,137.5,2.0,,,,,,,,,,,
136,,size_choice,,html-keyboard-response,136,416092,0.0-1.0-190.0,0,0,37970,,255.0,,,68.0,47.0,47.0,2.0,1500.0,M-L,0.0,M,L,2.0,3.0,basketball,cooler,basketball3,cooler9,52.0,8.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball10.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler7.jpg,0.0,,137.755,0.255,1.0,basketball,cooler,M,L,2.0,3.0,basketball3,cooler9,0.0,
137,,size_choice_confirmation,,html-keyboard-response,137,417343,0.0-1.0-191.0-0.0,0,0,37970,,,,,,47.0,,,,,,,,,,,,,,,,,,,,139.0,1.245,,,,,,,,,,,
138,,iti,,html-keyboard-response,138,417448,0.0-1.0-192.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,140.5,1.5,,,,,,,,,,,
139,,size_choice,,html-keyboard-response,139,417779,0.0-1.0-194.0,0,0,37970,,330.0,,,68.0,48.0,48.0,2.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,car,ketchup,car8,ketchup5,157.0,94.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car14.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup3.jpg,1.0,,140.83,0.33,1.0,car,ketchup,XL,M,4.0,2.0,car8,ketchup5,0.0,
140,,size_choice_confirmation,,html-keyboard-response,140,418951,0.0-1.0-195.0-0.0,0,0,37970,,,,,,48.0,,,,,,,,,,,,,,,,,,,,142.0,1.17,,,,,,,,,,,
141,,iti,,html-keyboard-response,141,419053,0.0-1.0-196.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,1.0,,,,,,,,,,,
142,,size_choice,,html-keyboard-response,142,419357,0.0-1.0-198.0,0,0,37970,,302.0,,,68.0,49.0,49.0,2.0,1000.0,S-S,,S,S,1.0,1.0,die,thread,die3,thread6,102.0,145.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die10.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread2.jpg,,,143.302,0.302,1.0,die,thread,S,S,1.0,1.0,die3,thread6,0.0,
143,,size_choice_confirmation,,html-keyboard-response,143,420557,0.0-1.0-199.0-0.0,0,0,37970,,,,,,49.0,,,,,,,,,,,,,,,,,,,,144.5,1.198,,,,,,,,,,,
144,,iti,,html-keyboard-response,144,420660,0.0-1.0-200.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,145.5,1.0,,,,,,,,,,,
145,,size_choice,,html-keyboard-response,145,420732,0.0-1.0-202.0,0,0,37970,,71.0,,,68.0,50.0,50.0,2.0,2000.0,S-XL,0.0,S,XL,1.0,4.0,thread,car,thread3,car10,142.0,159.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread4.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car9.jpg,0.0,,145.571,0.071,1.0,thread,car,S,XL,1.0,4.0,thread3,car10,0.0,
146,,size_choice_confirmation,,html-keyboard-response,146,422167,0.0-1.0-203.0-0.0,0,0,37970,,,,,,50.0,,,,,,,,,,,,,,,,,,,,147.0,1.429,,,,,,,,,,,
147,,iti,,html-keyboard-response,147,422270,0.0-1.0-204.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,2.0,,,,,,,,,,,
148,,size_choice,,html-keyboard-response,148,422823,0.0-1.0-206.0,0,0,37970,,552.0,,,68.0,51.0,51.0,2.0,2000.0,M-M,,M,M,2.0,2.0,ketchup,basketball,ketchup9,basketball9,98.0,58.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball5.jpg,,,149.552,0.552,1.0,ketchup,basketball,M,M,2.0,2.0,ketchup9,basketball9,0.0,
149,,size_choice_confirmation,,html-keyboard-response,149,423774,0.0-1.0-207.0-0.0,0,0,37970,,,,,,51.0,,,,,,,,,,,,,,,,,,,,150.5,0.948,,,,,,,,,,,
150,,iti,,html-keyboard-response,150,423876,0.0-1.0-208.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,152.5,2.0,,,,,,,,,,,
151,,size_choice,,html-keyboard-response,151,424869,0.0-1.0-210.0,0,0,37970,,992.0,,,68.0,52.0,52.0,2.0,1500.0,S-M,0.0,S,M,1.0,2.0,thread,ketchup,thread4,ketchup7,143.0,96.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread5.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup4.jpg,0.0,,153.492,0.992,1.0,thread,ketchup,S,M,1.0,2.0,thread4,ketchup7,0.0,
152,,size_choice_confirmation,,html-keyboard-response,152,425380,0.0-1.0-211.0-0.0,0,0,37970,,,,,,52.0,,,,,,,,,,,,,,,,,,,,154.0,0.508,,,,,,,,,,,
153,,iti,,html-keyboard-response,153,425483,0.0-1.0-212.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,155.5,1.5,,,,,,,,,,,
154,,size_choice,,html-keyboard-response,154,425844,0.0-1.0-214.0,0,0,37970,,360.0,,,68.0,53.0,53.0,2.0,1500.0,M-XL,0.0,M,XL,2.0,4.0,ketchup,van,ketchup1,van8,90.0,197.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup8.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van10.jpg,0.0,,155.86,0.36,1.0,ketchup,van,M,XL,2.0,4.0,ketchup1,van8,0.0,
155,,size_choice_confirmation,,html-keyboard-response,155,426987,0.0-1.0-215.0-0.0,0,0,37970,,,,,,53.0,,,,,,,,,,,,,,,,,,,,157.0,1.14,,,,,,,,,,,
156,,iti,,html-keyboard-response,156,427092,0.0-1.0-216.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,158.5,1.5,,,,,,,,,,,
157,,size_choice,,html-keyboard-response,157,427455,0.0-1.0-218.0,0,0,37970,,362.0,,,68.0,54.0,54.0,2.0,2000.0,XL-XL,,XL,XL,4.0,4.0,dumptruck,car,dumptruck1,car2,170.0,151.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car3.jpg,,,158.862,0.362,1.0,dumptruck,car,XL,XL,4.0,4.0,dumptruck1,car2,0.0,
158,,size_choice_confirmation,,html-keyboard-response,158,428599,0.0-1.0-219.0-0.0,0,0,37970,,,,,,54.0,,,,,,,,,,,,,,,,,,,,160.0,1.138,,,,,,,,,,,
159,,iti,,html-keyboard-response,159,428705,0.0-1.0-220.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,2.0,,,,,,,,,,,
160,,size_choice,,html-keyboard-response,160,428834,0.0-1.0-222.0,0,0,37970,,128.0,,,68.0,55.0,55.0,2.0,1000.0,M-L,1.0,L,M,3.0,2.0,mailbox,coffeemaker,mailbox10,coffeemaker10,49.0,69.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox8.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker18.jpg,1.0,,162.128,0.128,1.0,mailbox,coffeemaker,L,M,3.0,2.0,mailbox10,coffeemaker10,0.0,
161,,size_choice_confirmation,,html-keyboard-response,161,430211,0.0-1.0-223.0-0.0,0,0,37970,,,,,,55.0,,,,,,,,,,,,,,,,,,,,163.5,1.372,,,,,,,,,,,
162,,iti,,html-keyboard-response,162,430314,0.0-1.0-224.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,164.5,1.0,,,,,,,,,,,
163,,size_choice,,html-keyboard-response,163,430541,0.0-1.0-226.0,0,0,37970,,226.0,,,68.0,56.0,56.0,2.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,hairdryer,van,hairdryer4,van5,73.0,194.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer16.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van3.jpg,0.0,,164.726,0.226,1.0,hairdryer,van,M,XL,2.0,4.0,hairdryer4,van5,0.0,
164,,size_choice_confirmation,,html-keyboard-response,164,431818,0.0-1.0-227.0-0.0,0,0,37970,,,,,,56.0,,,,,,,,,,,,,,,,,,,,166.0,1.274,,,,,,,,,,,
165,,iti,,html-keyboard-response,165,431920,0.0-1.0-228.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,1.0,,,,,,,,,,,
166,,size_choice,,html-keyboard-response,166,432022,0.0-1.0-230.0,0,0,37970,,101.0,,,68.0,57.0,57.0,2.0,1000.0,S-L,0.0,S,L,1.0,3.0,die,mailbox,die10,mailbox6,109.0,45.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die6.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox6.jpg,0.0,,167.101,0.101,1.0,die,mailbox,S,L,1.0,3.0,die10,mailbox6,0.0,
167,,size_choice_confirmation,,html-keyboard-response,167,433426,0.0-1.0-231.0-0.0,0,0,37970,,,,,,57.0,,,,,,,,,,,,,,,,,,,,168.5,1.399,,,,,,,,,,,
168,,iti,,html-keyboard-response,168,433531,0.0-1.0-232.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,169.5,1.0,,,,,,,,,,,
169,,size_choice,,html-keyboard-response,169,434245,0.0-1.0-234.0,0,0,37970,,713.0,,,68.0,58.0,58.0,2.0,3000.0,M-XL,1.0,XL,M,4.0,2.0,crane,ketchup,crane6,ketchup6,165.0,95.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane2.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup1.jpg,1.0,,170.213,0.713,1.0,crane,ketchup,XL,M,4.0,2.0,crane6,ketchup6,0.0,
170,,size_choice_confirmation,,html-keyboard-response,170,435034,0.0-1.0-235.0-0.0,0,0,37970,,,,,,58.0,,,,,,,,,,,,,,,,,,,,171.0,0.787,,,,,,,,,,,
171,,iti,,html-keyboard-response,171,435138,0.0-1.0-236.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,3.0,,,,,,,,,,,
172,,size_choice,,html-keyboard-response,172,435709,0.0-1.0-238.0,0,0,37970,,569.0,,,68.0,59.0,59.0,2.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,van,teabag,van4,teabag3,193.0,132.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag1.jpg,1.0,,174.569,0.569,1.0,van,teabag,XL,S,4.0,1.0,van4,teabag3,0.0,
173,,size_choice_confirmation,,html-keyboard-response,173,436641,0.0-1.0-239.0-0.0,0,0,37970,,,,,,59.0,,,,,,,,,,,,,,,,,,,,175.5,0.931,,,,,,,,,,,
174,,iti,,html-keyboard-response,174,436744,0.0-1.0-240.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,1.5,,,,,,,,,,,
175,,size_choice,,html-keyboard-response,175,437300,0.0-1.0-242.0,0,0,37970,,556.0,,,68.0,60.0,60.0,2.0,1500.0,S-L,0.0,S,L,1.0,3.0,paperclip,deskchair,paperclip4,deskchair3,113.0,12.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip3.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair10.jpg,0.0,,177.556,0.556,1.0,paperclip,deskchair,S,L,1.0,3.0,paperclip4,deskchair3,0.0,
176,,size_choice_confirmation,,html-keyboard-response,176,438249,0.0-1.0-243.0-0.0,0,0,37970,,,,,,60.0,,,,,,,,,,,,,,,,,,,,178.5,0.944,,,,,,,,,,,
177,,iti,,html-keyboard-response,177,438352,0.0-1.0-244.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,1.5,,,,,,,,,,,
178,,size_choice,,html-keyboard-response,178,439013,0.0-1.0-246.0,0,0,37970,,660.0,,,68.0,61.0,61.0,2.0,1000.0,L-L,,L,L,3.0,3.0,dishwasher,garbagecan,dishwasher5,garbagecan1,24.0,30.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan4.jpg,,,180.66,0.66,1.0,dishwasher,garbagecan,L,L,3.0,3.0,dishwasher5,garbagecan1,0.0,
179,,size_choice_confirmation,,html-keyboard-response,179,439856,0.0-1.0-247.0-0.0,0,0,37970,,,,,,61.0,,,,,,,,,,,,,,,,,,,,181.5,0.84,,,,,,,,,,,
180,,iti,,html-keyboard-response,180,439960,0.0-1.0-248.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,182.5,1.0,,,,,,,,,,,
181,,size_choice,,html-keyboard-response,181,440141,0.0-1.0-250.0,0,0,37970,,179.0,,,68.0,62.0,62.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,ketchup,deskchair,ketchup3,deskchair7,92.0,16.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup10.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair4.jpg,0.0,,182.679,0.179,1.0,ketchup,deskchair,M,L,2.0,3.0,ketchup3,deskchair7,0.0,
182,,size_choice_confirmation,,html-keyboard-response,182,441465,0.0-1.0-251.0-0.0,0,0,37970,,,,,,62.0,,,,,,,,,,,,,,,,,,,,184.0,1.321,,,,,,,,,,,
183,,iti,,html-keyboard-response,183,441566,0.0-1.0-252.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,1.0,,,,,,,,,,,
184,,size_choice,,html-keyboard-response,184,441891,0.0-1.0-254.0,0,0,37970,,324.0,,,68.0,63.0,63.0,2.0,2000.0,S-M,0.0,S,M,1.0,2.0,teabag,coffeemaker,teabag2,coffeemaker3,131.0,62.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag8.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker13.jpg,0.0,,185.324,0.324,1.0,teabag,coffeemaker,S,M,1.0,2.0,teabag2,coffeemaker3,0.0,
185,,size_choice_confirmation,,html-keyboard-response,185,443070,0.0-1.0-255.0-0.0,0,0,37970,,,,,,63.0,,,,,,,,,,,,,,,,,,,,186.5,1.176,,,,,,,,,,,
186,,iti,,html-keyboard-response,186,443172,0.0-1.0-256.0,0,0,37970,,,,,,,,,,,,,,,,,,,,,,,,,,188.5,2.0,,,,,,,,,,,
