,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,no_response,onset,duration,no_resposne,size_final_tally
94,,size_choice,,html-keyboard-response,94,143845,0.0-1.0-122.0,0,0,96511,,867.0,,,75.0,30.0,30.0,1.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,basketball,dumptruck,basketball4,dumptruck9,53.0,178.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball1.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck5.jpg,0.0,dumptruck,basketball,XL,M,4.0,2.0,dumptruck9,basketball4,1.0,0.0,94.867,0.867,,
95,,size_choice_confirmation,,html-keyboard-response,95,144482,0.0-1.0-123.0-0.0,0,0,96511,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,0.633,,
96,,iti,,html-keyboard-response,96,145484,0.0-1.0-124.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5,1.0,,
97,,size_choice,,html-keyboard-response,97,146555,0.0-1.0-126.0,0,0,96511,,1070.0,,,75.0,31.0,31.0,1.0,1000.0,M-L,0.0,M,L,2.0,3.0,ketchup,cooler,ketchup6,cooler9,95.0,8.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler7.jpg,0.0,cooler,ketchup,L,M,3.0,2.0,cooler9,ketchup6,1.0,0.0,97.57,1.07,,
98,,size_choice_confirmation,,html-keyboard-response,98,146988,0.0-1.0-127.0-0.0,0,0,96511,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,0.43,,
99,,iti,,html-keyboard-response,99,147991,0.0-1.0-128.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1.0,,
100,,size_choice,,html-keyboard-response,100,148859,0.0-1.0-130.0,0,0,96511,,867.0,,,75.0,32.0,32.0,1.0,1000.0,XL-XL,,XL,XL,4.0,4.0,car,van,car6,van4,155.0,193.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car12.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van7.jpg,0.0,van,car,XL,XL,4.0,4.0,van4,car6,,0.0,99.867,0.867,,
101,,size_choice_confirmation,,html-keyboard-response,101,149495,0.0-1.0-131.0-0.0,0,0,96511,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,0.633,,
102,,iti,,html-keyboard-response,102,150498,0.0-1.0-132.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,1.0,,
103,,size_choice,,html-keyboard-response,103,151684,0.0-1.0-134.0,0,0,96511,,1185.0,,,75.0,33.0,33.0,1.0,1000.0,M-M,,M,M,2.0,2.0,hairdryer,basketball,hairdryer3,basketball10,72.0,59.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer17.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball4.jpg,0.0,basketball,hairdryer,M,M,2.0,2.0,basketball10,hairdryer3,,0.0,102.685,1.185,,
104,,size_choice_confirmation,,html-keyboard-response,104,152002,0.0-1.0-135.0-0.0,0,0,96511,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,0.315,,
105,,iti,,html-keyboard-response,105,153005,0.0-1.0-136.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,1.0,,
106,,size_choice,,html-keyboard-response,106,154211,0.0-1.0-138.0,0,0,96511,,1206.0,,,75.0,34.0,34.0,1.0,3000.0,S-M,0.0,S,M,1.0,2.0,screws,hairdryer,screws7,hairdryer1,126.0,70.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws1.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer11.jpg,0.0,hairdryer,screws,M,S,2.0,1.0,hairdryer1,screws7,1.0,0.0,105.206,1.206,,
107,,size_choice_confirmation,,html-keyboard-response,107,154508,0.0-1.0-139.0-0.0,0,0,96511,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,0.294,,
108,,iti,,html-keyboard-response,108,157513,0.0-1.0-140.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5,3.0,,
109,,size_choice,,html-keyboard-response,109,158339,0.0-1.0-142.0,0,0,96511,,825.0,,,68.0,35.0,35.0,1.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,dumptruck,thread,dumptruck2,thread3,171.0,142.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck8.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread4.jpg,1.0,dumptruck,thread,XL,S,4.0,1.0,dumptruck2,thread3,1.0,0.0,109.325,0.825,,
110,,size_choice_confirmation,,html-keyboard-response,110,159015,0.0-1.0-143.0-0.0,0,0,96511,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,0.675,,
111,,iti,,html-keyboard-response,111,160519,0.0-1.0-144.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,1.5,,
112,,size_choice,,html-keyboard-response,112,161296,0.0-1.0-146.0,0,0,96511,,775.0,,,75.0,36.0,36.0,1.0,2000.0,M-L,0.0,M,L,2.0,3.0,basketball,mailbox,basketball8,mailbox9,57.0,48.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball7.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox9.jpg,0.0,mailbox,basketball,L,M,3.0,2.0,mailbox9,basketball8,1.0,0.0,112.275,0.775,,
113,,size_choice_confirmation,,html-keyboard-response,113,162023,0.0-1.0-147.0-0.0,0,0,96511,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,0.725,,
114,,iti,,html-keyboard-response,114,164029,0.0-1.0-148.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,2.0,,
115,,size_choice,,html-keyboard-response,115,164619,0.0-1.0-150.0,0,0,96511,,589.0,,,75.0,37.0,37.0,1.0,2000.0,S-XL,0.0,S,XL,1.0,4.0,thread,crane,thread5,crane8,144.0,167.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread1.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane10.jpg,0.0,crane,thread,XL,S,4.0,1.0,crane8,thread5,1.0,0.0,115.589,0.589,,
116,,size_choice_confirmation,,html-keyboard-response,116,165535,0.0-1.0-151.0-0.0,0,0,96511,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,0.911,,
117,,iti,,html-keyboard-response,117,167538,0.0-1.0-152.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,2.0,,
118,,size_choice,,html-keyboard-response,118,168387,0.0-1.0-154.0,0,0,96511,,847.0,,,75.0,38.0,38.0,1.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,paperclip,van,paperclip4,van3,113.0,192.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van6.jpg,0.0,van,paperclip,XL,S,4.0,1.0,van3,paperclip4,1.0,0.0,119.347,0.847,,
119,,size_choice_confirmation,,html-keyboard-response,119,169042,0.0-1.0-155.0-0.0,0,0,96511,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.653,,
120,,iti,,html-keyboard-response,120,170045,0.0-1.0-156.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,1.0,,
121,,size_choice,,html-keyboard-response,121,170892,0.0-1.0-158.0,0,0,96511,,846.0,,,68.0,39.0,39.0,1.0,3500.0,L-XL,1.0,XL,L,4.0,3.0,van,mailbox,van10,mailbox10,199.0,49.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox8.jpg,1.0,van,mailbox,XL,L,4.0,3.0,van10,mailbox10,1.0,0.0,121.846,0.846,,
122,,size_choice_confirmation,,html-keyboard-response,122,171549,0.0-1.0-159.0-0.0,0,0,96511,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.5,0.654,,
123,,iti,,html-keyboard-response,123,175052,0.0-1.0-160.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,3.5,,
124,,size_choice,,html-keyboard-response,124,175627,0.0-1.0-162.0,0,0,96511,,573.0,,,68.0,40.0,40.0,1.0,3000.0,S-L,1.0,L,S,3.0,1.0,mailbox,paperclip,mailbox7,paperclip5,46.0,114.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip2.jpg,1.0,mailbox,paperclip,L,S,3.0,1.0,mailbox7,paperclip5,1.0,0.0,126.573,0.573,,
125,,size_choice_confirmation,,html-keyboard-response,125,176557,0.0-1.0-163.0-0.0,0,0,96511,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.5,0.927,,
126,,iti,,html-keyboard-response,126,179559,0.0-1.0-164.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.5,3.0,,
127,,size_choice,,html-keyboard-response,127,180251,0.0-1.0-166.0,0,0,96511,,691.0,,,68.0,41.0,41.0,1.0,1000.0,S-L,1.0,L,S,3.0,1.0,dishwasher,thread,dishwasher3,thread2,22.0,141.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher8.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread6.jpg,1.0,dishwasher,thread,L,S,3.0,1.0,dishwasher3,thread2,1.0,0.0,131.191,0.691,,
128,,size_choice_confirmation,,html-keyboard-response,128,181063,0.0-1.0-167.0-0.0,0,0,96511,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,0.809,,
129,,iti,,html-keyboard-response,129,182068,0.0-1.0-168.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,1.0,,
130,,size_choice,,html-keyboard-response,130,182886,0.0-1.0-170.0,0,0,96511,,817.0,,,68.0,42.0,42.0,1.0,1500.0,S-L,1.0,L,S,3.0,1.0,cooler,paperclip,cooler6,paperclip2,5.0,111.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler1.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip8.jpg,1.0,cooler,paperclip,L,S,3.0,1.0,cooler6,paperclip2,1.0,0.0,133.817,0.817,,
131,,size_choice_confirmation,,html-keyboard-response,131,183570,0.0-1.0-171.0-0.0,0,0,96511,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.5,0.683,,
132,,iti,,html-keyboard-response,132,185074,0.0-1.0-172.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,1.5,,
133,,size_choice,,html-keyboard-response,133,185899,0.0-1.0-174.0,0,0,96511,,823.0,,,75.0,43.0,43.0,1.0,1500.0,M-L,0.0,M,L,2.0,3.0,handsaw,garbagecan,handsaw3,garbagecan2,82.0,31.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw2.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan5.jpg,0.0,garbagecan,handsaw,L,M,3.0,2.0,garbagecan2,handsaw3,1.0,0.0,136.823,0.823,,
134,,size_choice_confirmation,,html-keyboard-response,134,186578,0.0-1.0-175.0-0.0,0,0,96511,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.5,0.677,,
135,,iti,,html-keyboard-response,135,188082,0.0-1.0-176.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,1.5,,
136,,size_choice,,html-keyboard-response,136,188846,0.0-1.0-178.0,0,0,96511,,762.0,,,75.0,44.0,44.0,1.0,1500.0,S-XL,0.0,S,XL,1.0,4.0,thread,tractor,thread4,tractor1,143.0,180.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread5.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor6.jpg,0.0,tractor,thread,XL,S,4.0,1.0,tractor1,thread4,1.0,0.0,139.762,0.762,,
137,,size_choice_confirmation,,html-keyboard-response,137,189586,0.0-1.0-179.0-0.0,0,0,96511,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.5,0.738,,
138,,iti,,html-keyboard-response,138,191090,0.0-1.0-180.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,1.5,,
139,,block_over,,html-keyboard-response,139,219798,0.0-1.0-181.0-0.0,0,0,96511,,28697.0,,,68.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,size_choice,,html-keyboard-response,140,220601,0.0-1.0-182.0,0,0,96511,,802.0,,,68.0,45.0,45.0,2.0,1000.0,XL-XL,,XL,XL,4.0,4.0,crane,van,crane10,van8,169.0,197.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van10.jpg,1.0,crane,van,XL,XL,4.0,4.0,crane10,van8,,0.0,142.802,0.802,,
141,,size_choice_confirmation,,html-keyboard-response,141,221304,0.0-1.0-183.0-0.0,0,0,96511,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,0.698,,
142,,iti,,html-keyboard-response,142,222307,0.0-1.0-184.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.5,1.0,,
143,,size_choice,,html-keyboard-response,143,222844,0.0-1.0-186.0,0,0,96511,,536.0,,,75.0,46.0,46.0,2.0,3500.0,S-L,0.0,S,L,1.0,3.0,thread,cooler,thread8,cooler3,147.0,2.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread10.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler2.jpg,0.0,cooler,thread,L,S,3.0,1.0,cooler3,thread8,1.0,0.0,145.036,0.536,,
144,,size_choice_confirmation,,html-keyboard-response,144,223809,0.0-1.0-187.0-0.0,0,0,96511,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,0.964,,
145,,iti,,html-keyboard-response,145,227314,0.0-1.0-188.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,3.5,,
146,,size_choice,,html-keyboard-response,146,228196,0.0-1.0-190.0,0,0,96511,,880.0,,,75.0,47.0,47.0,2.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,coffeemaker,crane,coffeemaker9,crane2,68.0,161.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker7.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane6.jpg,0.0,crane,coffeemaker,XL,M,4.0,2.0,crane2,coffeemaker9,1.0,0.0,150.38,0.88,,
147,,size_choice_confirmation,,html-keyboard-response,147,228818,0.0-1.0-191.0-0.0,0,0,96511,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,0.62,,
148,,iti,,html-keyboard-response,148,229822,0.0-1.0-192.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,1.0,,
149,,size_choice,,html-keyboard-response,149,230686,0.0-1.0-194.0,0,0,96511,,864.0,,,68.0,48.0,48.0,2.0,1000.0,S-L,1.0,L,S,3.0,1.0,garbagecan,die,garbagecan1,die5,30.0,104.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die3.jpg,1.0,garbagecan,die,L,S,3.0,1.0,garbagecan1,die5,1.0,0.0,152.864,0.864,,
150,,size_choice_confirmation,,html-keyboard-response,150,231325,0.0-1.0-195.0-0.0,0,0,96511,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5,0.636,,
151,,iti,,html-keyboard-response,151,232328,0.0-1.0-196.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5,1.0,,
152,,size_choice,,html-keyboard-response,152,233092,0.0-1.0-198.0,0,0,96511,,763.0,,,75.0,49.0,49.0,2.0,1500.0,M-L,0.0,M,L,2.0,3.0,hairdryer,deskchair,hairdryer8,deskchair5,77.0,14.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair7.jpg,0.0,deskchair,hairdryer,L,M,3.0,2.0,deskchair5,hairdryer8,1.0,0.0,155.263,0.763,,
153,,size_choice_confirmation,,html-keyboard-response,153,233832,0.0-1.0-199.0-0.0,0,0,96511,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,0.737,,
154,,iti,,html-keyboard-response,154,235337,0.0-1.0-200.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5,1.5,,
155,,size_choice,,html-keyboard-response,155,235893,0.0-1.0-202.0,0,0,96511,,555.0,,,75.0,50.0,50.0,2.0,3500.0,S-XL,0.0,S,XL,1.0,4.0,die,tractor,die10,tractor3,109.0,182.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor5.jpg,0.0,tractor,die,XL,S,4.0,1.0,tractor3,die10,1.0,0.0,158.055,0.555,,
156,,size_choice_confirmation,,html-keyboard-response,156,236844,0.0-1.0-203.0-0.0,0,0,96511,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,0.945,,
157,,iti,,html-keyboard-response,157,240350,0.0-1.0-204.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.5,3.5,,
158,,size_choice,,html-keyboard-response,158,240960,0.0-1.0-206.0,0,0,96511,,609.0,,,75.0,51.0,51.0,2.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,screws,van,screws4,van1,123.0,190.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van5.jpg,0.0,van,screws,XL,S,4.0,1.0,van1,screws4,1.0,0.0,163.109,0.609,,
159,,size_choice_confirmation,,html-keyboard-response,159,241853,0.0-1.0-207.0-0.0,0,0,96511,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,0.891,,
160,,iti,,html-keyboard-response,160,242856,0.0-1.0-208.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,1.0,,
161,,size_choice,,html-keyboard-response,161,244361,0.0-1.0-210.0,0,0,96511,,,,,,52.0,52.0,2.0,1500.0,S-L,1.0,L,S,3.0,1.0,cooler,paperclip,cooler10,paperclip8,9.0,117.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler6.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip5.jpg,,,,,,,,,,,,166.5,1.5,1.0,
162,,iti,,html-keyboard-response,162,245864,0.0-1.0-212.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,1.5,,
163,,size_choice,,html-keyboard-response,163,246373,0.0-1.0-214.0,0,0,96511,,509.0,,,75.0,53.0,53.0,2.0,2000.0,S-L,0.0,S,L,1.0,3.0,screws,mailbox,screws1,mailbox5,120.0,44.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox4.jpg,0.0,mailbox,screws,L,S,3.0,1.0,mailbox5,screws1,1.0,0.0,168.509,0.509,,
164,,size_choice_confirmation,,html-keyboard-response,164,247368,0.0-1.0-215.0-0.0,0,0,96511,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5,0.991,,
165,,iti,,html-keyboard-response,165,249374,0.0-1.0-216.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5,2.0,,
166,,size_choice,,html-keyboard-response,166,249902,0.0-1.0-218.0,0,0,96511,,526.0,,,75.0,54.0,54.0,2.0,1000.0,S-L,0.0,S,L,1.0,3.0,screws,deskchair,screws2,deskchair7,121.0,16.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws5.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair4.jpg,0.0,deskchair,screws,L,S,3.0,1.0,deskchair7,screws2,1.0,0.0,172.026,0.526,,
167,,size_choice_confirmation,,html-keyboard-response,167,250877,0.0-1.0-219.0-0.0,0,0,96511,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,0.974,,
168,,iti,,html-keyboard-response,168,251880,0.0-1.0-220.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,1.0,,
169,,size_choice,,html-keyboard-response,169,252758,0.0-1.0-222.0,0,0,96511,,877.0,,,68.0,55.0,55.0,2.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,dumptruck,ketchup,dumptruck1,ketchup10,170.0,99.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup6.jpg,1.0,dumptruck,ketchup,XL,M,4.0,2.0,dumptruck1,ketchup10,1.0,0.0,174.877,0.877,,
170,,size_choice_confirmation,,html-keyboard-response,170,253384,0.0-1.0-223.0-0.0,0,0,96511,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.5,0.623,,
171,,iti,,html-keyboard-response,171,254888,0.0-1.0-224.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,1.5,,
172,,size_choice,,html-keyboard-response,172,256106,0.0-1.0-226.0,0,0,96511,,1217.0,,,68.0,56.0,56.0,2.0,1500.0,L-XL,1.0,XL,L,4.0,3.0,car,dishwasher,car10,dishwasher2,159.0,21.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car9.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher9.jpg,1.0,car,dishwasher,XL,L,4.0,3.0,car10,dishwasher2,1.0,0.0,178.217,1.217,,
173,,size_choice_confirmation,,html-keyboard-response,173,256393,0.0-1.0-227.0-0.0,0,0,96511,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5,0.283,,
174,,iti,,html-keyboard-response,174,257897,0.0-1.0-228.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,1.5,,
175,,size_choice,,html-keyboard-response,175,258971,0.0-1.0-230.0,0,0,96511,,1072.0,,,68.0,57.0,57.0,2.0,1000.0,S-S,,S,S,1.0,1.0,die,paperclip,die8,paperclip9,107.0,118.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip4.jpg,1.0,die,paperclip,S,S,1.0,1.0,die8,paperclip9,,0.0,181.072,1.072,,
176,,size_choice_confirmation,,html-keyboard-response,176,259401,0.0-1.0-231.0-0.0,0,0,96511,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.5,0.428,,
177,,iti,,html-keyboard-response,177,260403,0.0-1.0-232.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.5,1.0,,
178,,size_choice,,html-keyboard-response,178,261703,0.0-1.0-234.0,0,0,96511,,1300.0,,,68.0,58.0,58.0,2.0,2000.0,M-M,,M,M,2.0,2.0,ketchup,handsaw,ketchup9,handsaw5,98.0,84.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw1.jpg,1.0,ketchup,handsaw,M,M,2.0,2.0,ketchup9,handsaw5,,0.0,183.8,1.3,,
179,,size_choice_confirmation,,html-keyboard-response,179,261907,0.0-1.0-235.0-0.0,0,0,96511,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,0.2,,
180,,iti,,html-keyboard-response,180,263909,0.0-1.0-236.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,2.0,,
181,,size_choice,,html-keyboard-response,181,264760,0.0-1.0-238.0,0,0,96511,,850.0,,,75.0,59.0,59.0,2.0,2000.0,M-XL,0.0,M,XL,2.0,4.0,coffeemaker,crane,coffeemaker1,crane9,60.0,168.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker14.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane8.jpg,0.0,crane,coffeemaker,XL,M,4.0,2.0,crane9,coffeemaker1,1.0,0.0,186.85,0.85,,
182,,size_choice_confirmation,,html-keyboard-response,182,265414,0.0-1.0-239.0-0.0,0,0,96511,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.5,0.65,,
183,,iti,,html-keyboard-response,183,267416,0.0-1.0-240.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.5,2.0,,
184,,size_choice,,html-keyboard-response,184,268421,0.0-1.0-242.0,0,0,96511,,1004.0,,,75.0,60.0,60.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,hairdryer,mailbox,hairdryer9,mailbox6,78.0,45.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer5.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox6.jpg,0.0,mailbox,hairdryer,L,M,3.0,2.0,mailbox6,hairdryer9,1.0,0.0,190.504,1.004,,
185,,size_choice_confirmation,,html-keyboard-response,185,268922,0.0-1.0-243.0-0.0,0,0,96511,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,0.496,,
186,,iti,,html-keyboard-response,186,269926,0.0-1.0-244.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,1.0,,
187,,size_choice,,html-keyboard-response,187,270643,0.0-1.0-246.0,0,0,96511,,715.0,,,68.0,61.0,61.0,2.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,tractor,die,tractor4,die9,183.0,108.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die7.jpg,1.0,tractor,die,XL,S,4.0,1.0,tractor4,die9,1.0,0.0,192.715,0.715,,
188,,size_choice_confirmation,,html-keyboard-response,188,271429,0.0-1.0-247.0-0.0,0,0,96511,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.5,0.785,,
189,,iti,,html-keyboard-response,189,272931,0.0-1.0-248.0,0,0,96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,1.5,,
